Position,Artist Name,Song Name,Days,Total Streams
611,Adele,Send My Love (To Your New Lover),267,85569483
612,Childish Gambino,Me and Your Mama,271,85544703
613,BROCKHAMPTON,SUGAR,224,85393131
614,Camila Cabello,My Oh My,171,85344666
615,Kanye West,Famous,322,85209688
616,Starley,Call On Me  Ryan Riback Extended Remix,227,85119903
617,Lauv,i'm so tired...,205,84670678
618,Ellie Goulding,Close To Me,242,84655009
619,XXXTENTACION,BAD!,147,84596862
620,NAV,Wanted You,236,84451429
621,YoungBoy Never Broke Again,Make No Sense,228,84397980
622,6LACK,PRBLMS,389,84279473
623,Juice WRLD,Smile,196,84269938
624,AJR,Bang!,298,84042339
625,Calvin Harris,Feels,153,83941364
626,Kendrick Lamar,ELEMENT.,188,83917996
627,Lil Baby,Pure Cocaine,247,83580799
628,Shawn Mendes,Mercy,259,83334888
629,Travis Scott,beibs in the trap,375,83265953
630,Ariana Grande,Dangerous Woman,241,83265541
631,Taylor Swift,Lavender Haze,68,83226296
632,YG,Go Loko,182,82520209
633,Flume,Say It,269,82337429
634,Jessie J,Bang Bang,461,82251994
635,Bruno Mars,Smokin Out The Window,167,82228168
636,Selena Gomez,Hands To Myself,260,82204948
637,Latto,Big Energy,263,82202983
638,Lil Uzi Vert,Myron,195,81140683
639,Ellie Goulding,Love Me Like You Do,347,81076476
640,The Chainsmokers,This Feeling,251,80978407
641,Post Malone,Stay,179,80957121
642,Rihanna,Love On The Brain,335,80925444
643,Kevin Gates,Really Really,381,80866635
644,Future,F*ck Up Some Commas,549,80812830
645,J. Cole,KOD,160,80773017
646,Imagine Dragons,Natural,216,80538052
647,Megan Thee Stallion,Body,187,80338969
648,Eminem,Lose Yourself,554,80284666
649,Chief Keef,Love Sosa,318,80223782
650,Ayo & Teo,Rolex,271,80064354
651,YBN Nahmir,Rubbin Off The Paint,263,79621979
652,Taylor Swift,Midnight Rain,68,79514355
653,Tee Grizzley,First Day Out,336,79440420
654,Daya,Hide Away,305,79375110
655,Bad Bunny,Neverita,213,79303751
656,Lil Baby,Sum 2 Prove,225,79172412
657,Pop Smoke,Hello,257,79167125
658,Big Sean,Moves,243,79110320
659,Ruth B.,Dandelions,290,79089363
660,Rich The Kid,Splashin,183,79057026
661,Dua Lipa,Break My Heart,190,78970082
662,Luke Combs,Beer Never Broke My Heart,296,78948456
663,Jessica Darrow,Surface Pressure,136,78691499
664,XXXTENTACION,Arms Around You,154,78640068
665,21 Savage,Runnin,203,78639389
666,Kesha,Praying,236,78594034
667,Post Malone,Paranoid,137,78582762
668,Kanye West,Praise God,213,78568531
669,J. Cole,Neighbors,294,77926846
670,Gabby Barrett,I Hope,313,77883408
671,Fall Out Boy,Centuries,497,77847863
672,Becky G,MAMIII,216,77685438
673,Ariana Grande,Stuck with U,196,77527054
674,OMI,Cheerleader (Felix Jaehn Remix),268,77317485
675,KYLE,Playinwitme,186,76991101
676,Kanye West,All Mine,137,76972755
677,Maroon 5,Beautiful Mistakes,190,76939291
678,Lil Uzi Vert,Sauce It Up,238,76926735
679,Alessia Cara,How Far I'll Go,250,76752001
680,Drake,Still Here,279,76042372
681,Megan Thee Stallion,Thot Shit,155,75741224
682,Lil Uzi Vert,P2,148,75685447
683,Rae Sremmurd,No Type,522,75658607
684,Jason Derulo,Want to Want Me,347,75507123
685,Travis Scott,Goosebumps  Remix,217,75462580
686,David Guetta,I'm Good (Blue),124,75294822
687,Drake,Girls Want Girls,136,75092582
688,Jason Derulo,Swalla,209,75063678
689,Eartha Kitt,Santa Baby,189,75057398
690,Alessia Cara,Wild Things,230,75034774
691,Nick Jonas,Close,182,75001886
692,Bad Bunny,Tarot,172,74979912
693,The Chainsmokers,All We Know,178,74922652
694,Drake,Big Rings,305,74818115
695,Gucci Mane,Both,282,74752496
696,Thomas Rhett,Die A Happy Man,425,74721719
697,J. Cole,m y . l i f e,173,74605156
698,Drake,Legend,439,74560528
699,Lil Uzi Vert,New Patek,161,74465767
700,Flo Rida,GDFR,338,74323833
701,Logic,Everyday,185,74094592
702,Marc E. Bassy,You & Me,214,74019535
703,Billie Eilish,bellyache,257,73988829
704,The Rare Occasions,Notion,240,73881354
705,Darlene Love,Christmas (Baby Please Come Home),127,73684954
706,Polo G,Flex,194,73669856
707,Young M.A,OOOUUU,218,73663117
708,Justin Bieber,Lonely,181,73289055
709,Selena Gomez,Same Old Love,226,73255863
710,G,Eazy  I Mean It,551,73181646
711,Jonas Blue,Fast Car,218,72978752
712,Chance the Rapper,Hot Shower,193,72612798
713,Lil Baby,On Me,200,72577214
714,Post Malone,SaintTropez,111,72506541
715,Taylor Swift,Maroon,67,72491704
716,Timeflies,Once In a While,242,72312385
717,DJ Khaled,No Brainer,118,72279841
718,Kygo,Stay,252,72139250
719,Lil Uzi Vert,That Way  Bonus Track,173,72092494
720,Clean Bandit,Rockabye,242,71984836
721,Drake,0 To 100 / The Catch Up,512,71827840
722,Mykola Dmytrovych Leontovych,Carol of the Bells,195,71706814
723,Post Malone,Rich & Sad,144,71663340
724,Morgan Wallen,Thought You Should Know,230,71563009
725,Jon Bellion,All Time Low,206,71474224
726,Lil Uzi Vert,Futsal Shuffle 2020,86,71462560
727,Drake,Don’t Matter To Me,101,71300622
728,Drake,Mob Ties,133,71016033
729,Drake,Sneakin’,165,71004017
730,Troye Sivan,YOUTH,249,70909568
731,Baby Keem,ORANGE SODA,240,70880266
732,AJR,Weak,254,70880026
733,Kanye West,Hurricane,123,70820755
734,Rauw Alejandro,Todo De Ti,161,70548618
735,A Boogie Wit da Hoodie,Startender,154,70472180
736,Macklemore,Glorious,176,70465882
737,Kodak Black,No Flockin,366,70434887
738,Young Thug,Bad Bad Bad,154,70324546
739,J. Cole,Deja Vu,166,70162237
740,Juice WRLD,Conversations,132,70155691
741,Beyoncé,CUFF IT,152,70035649
742,Ariana Grande,imagine,125,69998700
743,Thomas Rhett,Unforgettable,268,69984146
744,Khalid,Saved,352,69815909
745,Camila Cabello,Bam Bam,188,69714662
746,Nardo Wick,Who Want Smoke??,197,69700770
747,PnB Rock,Selfish,307,69647971
748,Lil Tecca,Ransom,188,69645813
749,The Weeknd,Stargirl Interlude,209,69531121
750,Robin Schulz,Sugar,304,69518913
751,City Girls,Act Up,236,69423378
752,Kendrick Lamar,N95,137,69261483
753,DJ Khaled,EVERY CHANCE I GET,187,69197219
754,James Bay,Let It Go,389,69021629
755,Taylor Swift,Karma,67,68987192
756,YNW Melly,Suicidal (Remix),197,68953277
757,Metro Boomin,10 Freaky Girls,159,68910633
758,Yung Gravy,Betty (Get Money),149,68763185
759,Lil Nas X,HOLIDAY,164,68601292
760,MadeinTYO,Uber Everywhere,294,68560327
761,Taylor Swift,cardigan,152,68550662
762,Fetty Wap,My Way,293,68534872
763,Neon Trees,Everybody Talks,304,68460789
764,Ariana Grande,boyfriend,120,68075759
765,Mustard,Baguettes in the Face,182,68006179
766,Ella Mai,Boo'd Up,192,67988376
767,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,179,67979967
768,Beyoncé,7/11,455,67910109
769,Trippie Redd,Topanga,161,67871555
770,Post Malone,Spoil My Night,120,67636137
771,Tay,K  The Race,221,67561106
772,Clairo,Sofia,215,67460841
773,Taylor Swift,Lover,129,67263883
774,Halsey,You should be sad,133,67248866
775,Meghan Trainor,All About That Bass,291,67151753
776,Rihanna,Bitch Better Have My Money,362,67108696
777,Justin Bieber,Yummy,118,66838785
778,Megan Thee Stallion,Cash Shit,228,66804083
779,Megan Thee Stallion,Savage,147,66785378
780,Future,Selfish,159,66567231
781,Taylor Swift,Snow On The Beach,66,66545287
782,One Direction,Drag Me Down,234,66521288
783,Lil Tecca,Did It Again,164,66171892
784,Ellie Goulding,On My Mind,204,66115839
785,Justin Bieber,Hold On,145,66083944
786,Old Dominion,One Man Band,248,66055536
787,Morgan Wallen,Somebody’s Problem,170,65697045
788,Justin Bieber,Anyone,145,65472657
789,Nicki Minaj,Only,404,65470534
790,2 Chainz,4:00 AM,195,65418520
791,Ella Mai,Trip,196,65368178
792,Chris Brown,Under The Influence,142,65353666
793,Florida Georgia Line,H.O.L.Y.,304,64970810
794,J. Cole,p r i d e . i s . t h e . d e v i l,157,64787724
795,The Weeknd,In Your Eyes,150,64759227
796,Kodak Black,Transportin',209,64739053
797,Bazzi,I.F.L.Y.,202,64730494
798,Taylor Swift,Bejeweled,67,64685828
799,Brett Young,In Case You Didn't Know,316,64657606
800,Taylor Swift,willow,135,64646281
801,NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],154,64529726
802,Coldplay,Hymn for the Weekend  Seeb Remix,201,64502923
803,Bad Bunny,LA NOCHE DE ANOCHE,208,64450937
804,ZAYN,Dusk Till Dawn,158,64438774
805,Jason Aldean,You Make It Easy,241,64374823
806,Polo G,Go Stupid,171,64303528
807,Lil Yachty,One Night,298,64228675
808,Loud Luxury,Body,179,64219434
809,Marshmello,Be Kind,172,64216454
810,Halsey,Graveyard,155,64202847
811,Omarion,Post to Be,341,64187302
812,Lil Uzi Vert,Just Wanna Rock,73,64099524
813,Bad Bunny,La Corriente,172,63877667
814,Cheat Codes,No Promises,230,63729152
815,SZA,The Weekend,265,63699242
816,The Weeknd,I Was Never There,185,63562499
817,Cardi B,Be Careful,135,63512782
818,Drake,Summer Sixteen,225,63425374
819,BTS,Butter,121,63425107
820,David Guetta,2U,121,63383451
821,Quavo,WORKIN ME,168,63244762
822,The Lumineers,Ophelia,370,63226678
823,Maroon 5,Animals,323,62902009
824,Kodak Black,Calling My Spirit,161,62881019
825,J. Cole,G.O.M.D.,548,62257754
826,Tears For Fears,Everybody Wants To Rule The World,193,62256647
827,Taylor Swift,Delicate,198,62239023
828,Cole Swindell,She Had Me At Heads Carolina,179,62230449
829,The Jackson 5,Santa Claus Is Coming To Town,132,62212319
830,Young Thug,Hot (Remix),129,62164819
831,Bad Bunny,Vete,166,62061796
832,24kGoldn,VALENTINO,183,61991694
833,Marshmello,Here With Me,158,61927000
834,Yeat,Monëy so big,180,61764389
835,Kehlani,Nights Like This,156,61626885
836,Mariah Carey,Christmas (Baby Please Come Home),152,61505577
837,Thomas Rhett,Marry Me,212,61358111
838,Logic,Homicide,120,61353496
839,The Beach Boys,Little Saint Nick  1991 Remix,142,61339064
840,YK Osiris,Worth It,221,61209429
841,CKay,love nwantiti (ah ah ah),188,61186051
842,DJ Khaled,For Free,183,61140237
843,DaBaby,Goin Baby,214,61101678
844,Trippie Redd,Taking A Walk,170,61035074
845,21 Savage,Mr. Right Now,147,61032599
846,NAV,Tap,191,61001749
847,Lizzo,Juice,195,60823106
848,Taylor Swift,exile,133,60795539
849,Calvin Harris,Rollin,138,60647021
850,Snakehips,All My Friends,258,60593190
851,Clean Bandit,Rather Be,393,60562179
852,Harry Styles,Matilda,142,60459436
853,Bryson Tiller,Sorry Not Sorry,359,60434896
854,Bad Bunny,Un Ratito,154,60425066
855,Surf Mesa,ily,186,60238195
856,Selena Gomez,Bad Liar,133,60028652
857,Tory Lanez,LUV,196,60001746
858,Bruno Mars,Talking to the Moon,242,59926571
859,Elley Duhé,MIDDLE OF THE NIGHT,180,59878312
860,Joel Adams,Please Don't Go,182,59849309
861,Nat King Cole,Joy To The World,157,59827161
862,Charlie Puth,Light Switch,180,59716970
863,The Weeknd,Reminder,245,59620662
864,Calvin Harris,How Deep Is Your Love,271,59463594
865,Nirvana,Smells Like Teen Spirit  Remastered,247,59317872
866,Fifth Harmony,Worth It,300,59256843
867,Queen,Don't Stop Me Now  Remastered,242,59228501
868,Desiigner,Tiimmy Turner,189,59015382
869,Kodak Black,Too Many Years,273,59001162
870,Rihanna,FourFiveSeconds,353,58968144
871,Drake,Childs Play,239,58873542
872,Ed Sheeran,Galway Girl,169,58839949
873,Ski Mask The Slump God,Nuketown,147,58800265
874,Beyoncé,BREAK MY SOUL,115,58766150
875,The Weeknd,Acquainted,407,58655818
876,Lil Tjay,Headshot,147,58609240
877,Olivia Rodrigo,enough for you,105,58572337
878,Meghan Trainor,Like I'm Gonna Lose You,297,58460209
879,Cardi B,Please Me,131,58439781
880,Martin Garrix,Scared to Be Lonely,153,58399197
881,Noah Kahan,Stick Season,168,58383443
882,Silentó,Watch Me (Whip / Nae Nae),242,58353609
883,21 Savage,Ghostface Killers,142,58263736
884,XXXTENTACION,whoa (mind in awe),114,58262282
885,Lil Baby,The Bigger Picture,130,58137365
886,Eminem,River,121,58089002
887,Rod Wave,Heart On Ice,211,58076050
888,The Kid LAROI,SO DONE,158,58029449
889,Juice WRLD,Black & White,242,58028285
890,Trey Songz,Slow Motion,367,58002051
891,Rae Sremmurd,Come Get Her,379,57995873
892,Rae Sremmurd,This Could Be Us,339,57990446
893,Logic,Everybody,212,57990129
894,Post Malone,Cooped Up,108,57988999
895,Lil Uzi Vert,Erase Your Social,268,57980501
896,Alec Benjamin,Let Me Down Slowly,161,57970760
897,Harry Styles,Music For a Sushi Restaurant,114,57916775
898,Twenty One Pilots,Tear in My Heart,477,57900229
899,Dennis Lloyd,Nevermind,177,57848143
900,Miley Cyrus,Malibu,144,57775138
901,Fifth Harmony,All In My Head (Flex),160,57664256
902,Taylor Swift,ME!,158,57391669
903,Ariana Grande,Love Me Harder,278,57285175
904,Shawn Mendes,In My Blood,141,57174877
905,Tainy,Lo Siento BB:/,199,57135915
906,Harry Styles,Golden,201,57121273
907,The Weeknd,After Hours,102,57062099
908,Social House,Magic In The Hamptons,220,57010632
909,Hailee Steinfeld,Most Girls,209,56922479
910,Pop Smoke,Got It On Me,144,56866811
911,KAROL G,Tusa,159,56824409
912,ERNEST,Flower Shops,214,56799282
913,Taylor Swift,...Ready For It?,144,56613807
914,Lil Baby,Freestyle,195,56582499
915,R. City,Locked Away,220,56578381
916,NLE Choppa,Shotta Flow,172,56536653
917,Lil Wayne,Uproar,134,56468238
918,GoldLink,Crew,263,56458549
919,The Weeknd,In The Night,230,56444533
920,Marshmello,Leave Before You Love Me,170,56427745
921,Sam Smith,I'm Not The Only One,167,56402815
922,Lil Wayne,Mona Lisa,85,56354529
923,Taylor Swift,Vigilante Shit,56,56313777
924,Steve Lacy,Static,131,56250712
925,Meek Mill,All Eyes on You,258,56247567
926,Harry Styles,Sign of the Times,141,56208852
927,Hailee Steinfeld,Love Myself,227,56086741
928,Kanye West,Waves,252,55997889
929,Shawn Mendes,I Know What You Did Last Summer,178,55906852
930,Young Stoner Life,Solid,131,55875922
931,Charlie Puth,How Long,163,55860013
932,Post Malone,Hollywood's Bleeding,102,55584164
933,6ix9ine,KIKA,123,55520510
934,Future,Wicked,218,55381955
935,NAV,Myself,265,55379514
936,John Legend,All of Me,478,55369178
937,Cigarettes After Sex,Apocalypse,170,55292647
938,Megan Thee Stallion,Sweetest Pie,169,55276845
939,Daddy Yankee,Con Calma,175,55166149
940,Topic,Breaking Me,176,55109344
941,DaBaby,Baby Sitter,182,55095664
942,Katy Perry,Never Really Over,126,55067804
943,Roddy Ricch,Start Wit Me,148,55018380
944,Saweetie,My Type,175,55014809
945,Tate McRae,she's all i wanna be,163,54992060
946,Tove Lo,Talking Body,260,54890193
947,Quavo,HOTEL LOBBY (Unc & Phew),164,54850356
948,Aminé,REEL IT IN,160,54739294
949,DJ Khaled,GREECE,127,54717916
950,Taylor Swift,august,146,54625767
951,Ariana Grande,pov,119,54533829
952,Mike Perry,The Ocean,166,54469375
953,Megan Thee Stallion,Girls in the Hood,182,54466651
954,Baby Keem,HONEST,151,54102820
955,Alan Walker,Faded,245,54100218
956,DDG,Moonwalking in Calabasas,177,54093363
957,J. Cole,She Knows,218,54059288
958,Vundabar,Alien Blues,172,54041374
959,Billie Eilish,all the good girls go to hell,151,53993006
960,Coldplay,My Universe,165,53947652
961,6ix9ine,GOOBA,112,53917148
962,Childish Gambino,3005,547,53853351
963,Tee Grizzley,From The D To The A,267,53814866
964,Ariana Grande,NASA,102,53660003
965,Post Malone,Motley Crew,115,53597602
966,Bebe Rexha,I'm a Mess,203,53309228
967,The Chainsmokers,Who Do You Love,160,53239474
968,SZA,Shirt,62,53203148
969,Maren Morris,The Bones,187,53108609
970,Drake,10 Bands,329,52875134
971,Tory Lanez,Say It,283,52744672
972,Jack Harlow,Nail Tech,110,52488297
973,Juice WRLD,Life's A Mess,114,52474709
974,6ix9ine,GUMMO,174,52433571
975,Drake,Signs,122,52311258
976,YFN Lucci,Everyday We Lit,245,52259968
977,Dua Lipa,We're Good,154,52250269
978,Megan Thee Stallion,Cry Baby,158,51989339
979,Lil Baby,Close Friends (Lil Baby & Gunna),200,51946627
980,Tai Verdes,AOK,167,51926588
981,Ed Sheeran,Don't,328,51816937
982,Lil Nas X,Rodeo,104,51788566
983,YoungBoy Never Broke Again,Outside Today,189,51700652
984,Taylor Swift,Question...?,49,51647553
985,Bad Bunny,Safaera,151,51612770
986,Harry Styles,Daylight,113,51560617
987,Taylor Swift,the 1,103,51543535
988,Ice Cube,It Was A Good Day,206,51427753
989,Omar Apollo,Evergreen,106,51419831
990,Nicki Minaj,Truffle Butter,332,51390845
991,Cheat Codes,Sex,170,51361858
992,O.T. Genasis,Cut It,250,51307796
993,Paul McCartney,Wonderful Christmastime  Edited Version / Remastered 2011,87,51289585
994,X Ambassadors,Renegades,324,51224217
995,Bad Bunny,Yo Perreo Sola,142,51051248
996,Imagine Dragons,Enemy,95,50995955
997,Pitbull,Time of Our Lives,241,50967811
998,Trippie Redd,1400 / 999 Freestyle,148,50938549
999,benny blanco,Roses,146,50831435
1000,The Weeknd,Take My Breath,116,50769835
1001,Burl Ives,Rudolph The RedNosed Reindeer,139,50752538
1002,Drake,Right Hand,270,50737805
1003,Ariana Grande,Break Free,286,50627582
1004,Em Beihold,Numb Little Bug,144,50555344
1005,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),139,50440183
1006,Lauren Spencer Smith,Fingers Crossed,121,50353213
1007,Metro Boomin,No Complaints,165,50224935
1008,Galantis,No Money,174,50044898
1009,Eminem,The Real Slim Shady,192,50034425
1010,Sia,Elastic Heart,281,49959549
1011,Post Malone,92 Explorer,109,49920716
1012,Lil Tecca,Love Me,136,49902710
1013,SZA,Kill Bill,20,49884805
1014,G,Eazy  Some Kind Of Drug,256,49833045
1015,Migos,Get Right Witcha,199,49833007
1016,The Chainsmokers,Call You Mine,125,49745871
1017,Milky Chance,Stolen Dance,353,49660656
1018,Echosmith,Cool Kids,274,49643988
1019,A$AP Rocky,F**kin' Problems,528,49467361
1020,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),134,49462102
1021,Stephanie Beatriz,The Family Madrigal,115,49436537
1022,Logic,Keanu Reeves,122,49392833
1023,MØ,Final Song,155,49361417
1024,Maroon 5,Wait,162,49303216
1025,TOKYO’S REVENGE,GOODMORNINGTOKYO!,136,49275156
1026,Kendrick Lamar,Die Hard,107,49248636
1027,Shawn Mendes,Wonder,122,49246743
1028,Cody Johnson,'Til You Can't,182,49196663
1029,Megan Thee Stallion,Hot Girl Summer,107,48986332
1030,Tyler Hubbard,5 Foot 9,178,48935367
1031,Frank Sinatra,Mistletoe And Holly  Remastered 1999,139,48859261
1032,Calvin Harris,My Way,133,48839895
1033,Florida Georgia Line,Simple,164,48765565
1034,Halsey,New Americana,237,48670562
1035,Ashnikko,Daisy,153,48663445
1036,Miley Cyrus,Midnight Sky,121,48593390
1037,Travis Scott,Watch,105,48528205
1038,Taylor Swift,Don’t Blame Me,182,48446993
1039,Post Malone,Over Now,94,48399298
1040,Anuel AA,China,136,48374018
1041,Justin Timberlake,Say Something,123,48226776
1042,Maroon 5,Cold,118,48029320
1043,Imagine Dragons,Bones,151,48025317
1044,Calvin Harris,Blame,259,47969994
1045,Billie Eilish,my strange addiction,117,47834232
1046,Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),180,47818797
1047,Luke Combs,Better Together,179,47787095
