value,depth,song position
   4302    The ChainsmokersDon't Say                                     11         3259153 ,11,4302
   4303    Future         CHICKENS                                      7          3257667 ,12,4303
   4304    YoungBoy Never Broke AgainRed Eye                                       8          3257184 ,8,4304
   4305    Logic          ICONIC (ft. Jaden Smith)                      8          3256480 ,12,4305
   4306    Trippie Redd   Hate Me                                       10         3253897 ,11,4306
   4307    Migos          CC                                            8          3246020 ,12,4307
   4308    YG             HANDGUN                                       12         3244661 ,10,4308
   4309    Jack Harlow    I'd Do Anything To Make You Smile             7          3243873 ,12,4309
   4310    Big Sean       Light                                         11         3234655 ,11,4310
   4311    21 Savage      No Opp Left Behind                            8          3234291 ,12,4311
   4312    Eminem         Alfred  Interlude                             7          3233218 ,9,4312
   4313    Brenda Lee     Rockin' Around the Christmas Tree  Rerecorded Version25         3233030 ,12,4313
   4314    Imagine DragonsOn Top Of The World                           53         3224701 ,11,4314
   4315    Gorillaz       Saturnz Barz                                  13         3224217 ,12,4315
   4316    Bad Bunny      De Museo                                      10         3222772 ,10,4316
   4317    Fall Out Boy   Immortals                                     45         3209927 ,12,4317
   4318    Justin Bieber  Second Emotion                                7          3209589 ,11,4318
   4319    Jelly Roll     Son Of A Sinner                               12         3204387 ,12,4319
   4320    Kayla Nicole   Bundles                                       14         3203317 ,7,4320
   4321    Grupo Frontera No Se Va                                      10         3202808 ,12,4321
   4322    Future         Use Me                                        14         3200582 ,11,4322
   4323    Blake Shelton  Neon Light                                    48         3199670 ,12,4323
   4324    Katy Perry     Firework                                      19         3183368 ,10,4324
   4325    M83            Midnight City                                 40         3180318 ,12,4325
   4326    6LACK          Switch                                        13         3177358 ,11,4326
   4327    Playboi Carti  Vamp Anthem                                   9          3176114 ,12,4327
   4328    Russ           Are You Entertained                           8          3174780 ,9,4328
   4329    Coldplay       Orphans                                       11         3172720 ,12,4329
   4330    Internet Money Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]8          3172213 ,11,4330
   4331    Michael Bublé Cold December Night                           25         3170669 ,12,4331
   4332    Yo Gotti       Rake It Up                                    18         3170198 ,10,4332
   4333    Joji           NIGHT RIDER                                   7          3168805 ,12,4333
   4334    Kenny Loggins  Danger Zone                                   13         3163560 ,11,4334
   4335    John Mayer     Love on the Weekend                           15         3149746 ,12,4335
   4336    Future         Incredible                                    13         3149581 ,8,4336
   4337    88rising       Midsummer Madness                             14         3146548 ,12,4337
   4338    Chris Brown    Wrist                                         29         3146047 ,11,4338
   4339    Halsey         Still Learning                                8          3142562 ,12,4339
   4340    DMX            Ruff Ryders' Anthem                           6          3141984 ,10,4340
   4341    YG             In The Dark                                   9          3141090 ,12,4341
   4342    Morgan Wallen  Silverado For Sale                            11         3138691 ,11,4342
   4343    Joyner Lucas   Will  Remix                                   12         3137876 ,12,4343
   4344    Eminem         I Will                                        8          3135556 ,9,4344
   4345    Post Malone    When I’m Alone                              7          3130853 ,12,4345
   4346    Lil Yachty     BABY DADDY                                    10         3130010 ,11,4346
   4347    One Direction  Hey Angel                                     18         3129626 ,12,4347
   4348    alt            J  Breezeblocks                               57         3124068 ,10,4348
   4349    Juice WRLD     Make It Back                                  8          3122519 ,12,4349
   4350    Lady Gaga      AYO                                           15         3121931 ,11,4350
   4351    Bad Bunny      HOY COBRÉ                                    7          3118832 ,12,4351
   4352    Joji           1AM FREESTYLE                                 7          3117596 ,4,4352
   4353    Justin Bieber  Running Over                                  7          3117372 ,12,4353
   4354    Kendrick Lamar untitled 05 | 09.21.2014.                     12         3117190 ,11,4354
   4355    J. Cole        03' Adolescence                               32         3115766 ,12,4355
   4356    Kid Cudi       The Pale Moonlight                            6          3109673 ,10,4356
   4357    Paramore       This Is Why                                   9          3109530 ,12,4357
   4358    Lil Uzi Vert   No Auto                                       7          3109330 ,11,4358
   4359    G              Eazy  One Of Them                             21         3108571 ,12,4359
   4360    6ix9ine        MALA                                          8          3103586 ,9,4360
   4361    Juice WRLD     Big                                           8          3103124 ,12,4361
   4362    Shaggy         I Need Your Love                              33         3101878 ,11,4362
   4363    Panic! At The DiscoLA Devotee                                    24         3101029 ,12,4363
   4364    J. Cole        January 28th                                  32         3099000 ,10,4364
   4365    Migos          Malibu                                        8          3097760 ,12,4365
   4366    Adele          Chasing Pavements                             13         3095435 ,11,4366
   4367    Kanye West     Frank's Track                                 17         3094359 ,12,4367
   4368    Roddy Ricch    25 million                                    11         3088500 ,8,4368
   4369    Lil Adrei      Burberry faygo                                9          3087417 ,12,4369
   4370    Taylor Swift   That’s When                                 7          3083215 ,11,4370
   4371    Ariana Grande  borderline                                    8          3080079 ,12,4371
   4372    John Mayer     I Guess I Just Feel Like                      9          3076272 ,10,4372
   4373    Meek Mill      Stay Woke                                     12         3074359 ,12,4373
   4374    Outkast        Hey Ya!                                       19         3072649 ,11,4374
   4375    N.E.R.D        Lemon  Edit                                   16         3071087 ,12,4375
   4376    Future         Government Official                           8          3069140 ,9,4376
   4377    Imagine DragonsShots                                         34         3067934 ,12,4377
   4378    Future         Worst Day                                     8          3067934 ,11,4378
   4379    Fall Out Boy   Fourth Of July                                26         3067370 ,12,4379
   4380    Megan Thee StallionPressurelicious                               10         3065039 ,10,4380
   4381    BTS            UGH!                                          8          3063296 ,12,4381
   4382    Lorde          Yellow Flicker Beat                           41         3062746 ,11,4382
   4383    Lil Uzi Vert   Demon High                                    8          3060822 ,12,4383
   4384    Fleetwood Mac  Landslide                                     14         3058835 ,7,4384
   4385    One Direction  Walking in the Wind                           18         3057425 ,12,4385
   4386    The ChainsmokersMy Type                                       11         3055436 ,11,4386
   4387    Mariah Carey   O Holy Night                                  8          3049090 ,12,4387
   4388    A$AP Rocky     Fukk Sleep                                    8          3047787 ,10,4388
   4389    Migos          Too Much Jewelry                              8          3047410 ,12,4389
   4390    Shakira        Hips Don't Lie                                14         3046993 ,11,4390
   4391    DaBaby         BLAME IT ON BABY                              7          3044685 ,12,4391
   4392    $uicideboy$    Genesis                                       9          3044292 ,9,4392
   4393    Kane Brown     Lose It                                       13         3044219 ,12,4393
   4394    ZAYN           Vibez                                         10         3042913 ,11,4394
   4395    BTS            IDOL                                          12         3042694 ,12,4395
   4396    Etta James     O Holy Night                                  7          3041640 ,10,4396
   4397    Luke Combs     What You See Is What You Get                  10         3040970 ,12,4397
   4398    Juice WRLD     Relocate                                      7          3039532 ,11,4398
   4399    BTS            Filter                                        8          3038022 ,12,4399
   4400    Trippie Redd   YELL OH                                       8          3036879 ,8,4400
   4401    Jhené Aiko    None Of Your Concern                          8          3034448 ,12,4401
   4402    Kygo           It Ain’t Me                                 4          3030008 ,11,4402
   4403    Kanye West     Low Lights                                    16         3028074 ,12,4403
   4404    2 Chainz       Big Amount                                    19         3026969 ,10,4404
   4405    Logic          Hit My Line                                   7          3026006 ,12,4405
   4406    6LACK          Balenciaga Challenge                          10         3024849 ,11,4406
   4407    Ty Dolla $ign  Or Nah                                        56         3023824 ,12,4407
   4408    alt            J  Left Hand Free                             47         3023798 ,9,4408
   4409    Lil Baby       UDigg                                         8          3021707 ,12,4409
   4410    Alessia Cara   Growing Pains                                 10         3017331 ,11,4410
   4411    Ed Sheeran     Visiting Hours                                9          3015619 ,12,4411
   4412    Jack Harlow    Young Harleezy                                7          3013463 ,10,4412
   4413    Trippie Redd   BANG!                                         9          3013147 ,12,4413
   4414    Mac Miller     Wings                                         10         3012555 ,11,4414
   4415    One Direction  Long Way Down                                 18         3008273 ,12,4415
   4416    NF             Leave Me Alone                                9          3005807 ,6,4416
   4417    Bruno Mars     777                                           7          3002963 ,12,4417
   4418    Doja Cat       Payday                                        8          3000458 ,11,4418
   4419    Lil Uzi Vert   Money Spread                                  7          2996156 ,12,4419
   4420    Belly          Better Believe                                8          2994003 ,10,4420
   4421    Miguel         Coffee                                        25         2993250 ,12,4421
   4422    Harry Styles   Meet Me in the Hallway                        12         2989641 ,11,4422
   4423    Taylor Swift   Breathe                                       6          2984975 ,12,4423
   4424    Benny The ButcherJohnny P's Caddy                              9          2984850 ,9,4424
   4425    Lil Baby       On Me (Remix)                                 9          2984541 ,12,4425
   4426    Dua Lipa       Be The One                                    18         2984255 ,11,4426
   4427    $uicideboy$    Materialism as a Means to an End              13         2984110 ,12,4427
   4428    Kendrick Lamar Wesley's Theory                               7          2981799 ,10,4428
   4429    Doja Cat       Naked                                         8          2980526 ,12,4429
   4430    YoungBoy Never Broke AgainNo Where                                      9          2978509 ,11,4430
   4431    Tory Lanez     Shooters                                      14         2977326 ,12,4431
   4432    Carrie UnderwoodChurch Bells                                  25         2971951 ,8,4432
   4433    BTS            My Time                                       8          2970319 ,12,4433
   4434    HRVY           Personal                                      14         2967274 ,11,4434
   4435    Kanye West     Jesus Lord pt 2                               6          2959509 ,12,4435
   4436    The ChainsmokersBloodstream                                   10         2952689 ,10,4436
   4437    Kygo           I'll Wait                                     10         2951528 ,12,4437
   4438    Justin Bieber  Available                                     7          2949978 ,11,4438
   4439    Mustard        100 Bands                                     10         2949593 ,12,4439
   4440    Keith Urban    The Fighter                                   19         2946846 ,9,4440
   4441    Lean Trap      La Modelo                                     14         2946201 ,12,4441
   4442    Logic          GP4                                           7          2945438 ,11,4442
   4443    Huncho Jack    Saint Laurent Mask                            9          2944481 ,12,4443
   4444    Darlene Love   A Marshmallow World                           6          2939446 ,10,4444
   4445    Harry Styles   Two Ghosts                                    12         2938521 ,12,4445
   4446    Harry Styles   Woman                                         12         2929995 ,11,4446
   4447    iLoveMemphis   """Hit the Quan"" #HTQ"                       26         2929154 ,12,4447
   4448    BTS            Jamais Vu                                     8          2928538 ,7,4448
   4449    Lil Nas X      VOID                                          7          2928489 ,12,4449
   4450    NAV            Young Wheezy                                  8          2927056 ,11,4450
   4451    Logic          COMMANDO                                      7          2925504 ,12,4451
   4452    Polo G         My All                                        7          2922836 ,10,4452
   4453    Sam Hunt       Ex To See                                     36         2921535 ,12,4453
   4454    Young Thug     Floyd Mayweather                              17         2917311 ,11,4454
   4455    Megan Thee StallionHer                                           10         2910750 ,12,4455
   4456    Shawn Mendes   Where Were You In The Morning?                10         2898639 ,9,4456
   4457    Mac Miller     Donald Trump                                  9          2898538 ,12,4457
   4458    21 Savage      Steppin On Niggas                             7          2897755 ,11,4458
   4459    OMI            Cheerleader  Felix Jaehn vs Salaam Remi Remix 19         2896978 ,12,4459
   4460    Kesha          Woman                                         14         2895354 ,10,4460
   4461    Chance the RapperBlessings                                     18         2893519 ,12,4461
   4462    Lin            Manuel Miranda  My Shot                       12         2893396 ,11,4462
   4463    Rihanna        Woo                                           23         2889824 ,12,4463
   4464    Chance the RapperWork Out                                      8          2887286 ,8,4464
   4465    YG             SWAG                                          8          2886585 ,12,4465
   4466    Rihanna        Same Ol’ Mistakes                           23         2881628 ,11,4466
   4467    James Arthur   Naked                                         14         2880321 ,12,4467
   4468    Rod Wave       Yungen                                        8          2878159 ,10,4468
   4469    Kid Cudi       4 Da Kidz                                     6          2872841 ,12,4469
   4470    Cheat Codes    Only You                                      13         2872646 ,11,4470
   4471    Future         HOLY GHOST                                    7          2870492 ,12,4471
   4472    A Boogie Wit da HoodieFlood My Wrist                                10         2869039 ,9,4472
   4473    Lana Del Rey   Young And Beautiful                           38         2867394 ,12,4473
   4474    One Direction  18                                            33         2865060 ,11,4474
   4475    Khalid         Bluffin'                                      8          2863553 ,12,4475
   4476    Joji           MODUS                                         7          2862755 ,10,4476
   4477    Maroon 5       Feelings                                      27         2862402 ,12,4477
   4478    Logic          100 Miles and Running (ft. Wale & John Lindahl)7          2859687 ,11,4478
   4479    Panic! At The DiscoInto the Unknown  Panic! At The Disco Version 11         2858602 ,12,4479
   4480    The Kid LAROI  Diva                                          11         2858129 ,5,4480
   4481    Bad Bunny      EL MUNDO ES MÍO                              6          2853501 ,12,4481
   4482    Anitta         Me Gusta                                      9          2851071 ,11,4482
   4483    21 Savage      RIP Luv                                       7          2850453 ,12,4483
   4484    Rich The Kid   Money Talk                                    9          2848127 ,10,4484
   4485    K CAMP         1Hunnid                                       28         2848094 ,12,4485
   4486    Meek Mill      Pullin Up                                     21         2846586 ,11,4486
   4487    ZAYN           sHe                                           13         2840445 ,12,4487
   4488    Meek Mill      Monster                                       34         2839920 ,9,4488
   4489    Taylor Swift   All Too Well                                  9          2839698 ,12,4489
   4490    Nas            Cops Shot The Kid                             7          2836755 ,11,4490
   4491    Tame Impala    It Might Be Time                              9          2832826 ,12,4491
   4492    Kid Cudi       Lord I Know                                   6          2830853 ,10,4492
   4493    The Weeknd     Phantom Regret by Jim                         7          2822528 ,12,4493
   4494    Taylor Swift   Tell Me Why (Taylor’s Version)              6          2821290 ,11,4494
   4495    The Notorious B.I.G.Hypnotize  2014 Remaster                      12         2821181 ,12,4495
   4496    Stevie Wonder  Someday At Christmas                          6          2820961 ,8,4496
   4497    Logic          Hallelujah                                    8          2819694 ,12,4497
   4498    Rich The Kid   Tic Toc                                       10         2818791 ,11,4498
   4499    Kid Ink        Ride Out                                      29         2817133 ,12,4499
   4500    Future         Real Baby Pluto                               7          2814589 ,10,4500
   4501    Joey Bada$$    TEMPTATION                                    13         2813088 ,12,4501
   4502    Polo G         Clueless                                      8          2812193 ,11,4502
   4503    R. Kelly       Ignition (Remix)                              38         2810645 ,12,4503
   4504    Doja Cat       Love To Dream                                 8          2806648 ,9,4504
   4505    Joji           Dissolve                                      6          2806552 ,12,4505
   4506    Khalid         Motion                                        7          2806375 ,11,4506
   4507    Bad Bunny      LA DROGA                                      7          2805123 ,12,4507
   4508    Taylor Swift   You’re Not Sorry (Taylor’s Version)       6          2803571 ,10,4508
   4509    Jack Harlow    I Got A Shot                                  7          2800707 ,12,4509
   4510    BIA            LONDON                                        9          2799533 ,11,4510
   4511    Meek Mill      Intro                                         7          2796945 ,12,4511
   4512    Fivio Foreign  Paris to Tokyo                                8          2793979 ,7,4512
   4513    Bing Crosby    Hark! The Herald Angels Sing/It Came Upon A Midnight Clear  Medley / Remastered 20066          2793192 ,12,4513
   4514    Pop Smoke      Snitching                                     7          2792651 ,11,4514
   4515    Travie McCoy   Golden                                        30         2791723 ,12,4515
   4516    Polo G         Toxic                                         7          2791297 ,10,4516
   4517    Red Hot Chili PeppersDark Necessities                              18         2790352 ,12,4517
   4518    Avril Lavigne  Head Above Water                              12         2790156 ,11,4518
   4519    Brett Young    Mercy                                         13         2787788 ,12,4519
   4520    Halsey         Eyes Closed                                   13         2786863 ,9,4520
   4521    Lady Gaga      911                                           7          2782177 ,12,4521
   4522    Ed Sheeran     Put It All on Me                              8          2779647 ,11,4522
   4523    A Boogie Wit da HoodieWater (Drowning Pt. 2)                        7          2778933 ,12,4523
   4524    ZAYN           BeFoUr                                        18         2776373 ,10,4524
   4525    Trippie Redd   Snake Skin                                    7          2776098 ,12,4525
   4526    Post Malone    Euthanasia                                    6          2775873 ,11,4526
   4527    A$AP Rocky     Excuse Me                                     19         2774928 ,12,4527
   4528    Chris StapletonYou Should Probably Leave                     12         2773766 ,8,4528
   4529    Logic          Ink Blot                                      8          2769358 ,12,4529
   4530    Lil Peep       Life is Beautiful                             9          2769025 ,11,4530
   4531    Kehlani        Can I                                         7          2766402 ,12,4531
   4532    Nate Ruess     Nothing Without Love                          31         2760884 ,10,4532
   4533    MadeinTYO      I Want                                        21         2758962 ,12,4533
   4534    Ed Sheeran     1000 Nights                                   8          2757474 ,11,4534
   4535    Sofia Karlberg Crazy in Love                                 37         2751788 ,12,4535
   4536    Eurythmics     Sweet Dreams (Are Made of This)  Remastered   9          2750853 ,9,4536
   4537    A Boogie Wit da HoodieStain                                         7          2749206 ,12,4537
   4538    Bo Burnham     Content                                       11         2745028 ,11,4538
   4539    iann dior      V12                                           9          2743447 ,12,4539
   4540    Enrique IglesiasEL BAÑO                                      14         2743173 ,10,4540
   4541    Halsey         Finally // beautiful stranger                 9          2740706 ,12,4541
   4542    Tate McRae     working                                       11         2739258 ,11,4542
   4543    MAX            Blueberry Eyes                                13         2737311 ,12,4543
   4544    Metro Boomin   Up To Something                               7          2736193 ,6,4544
   4545    Lil Wayne      Mahogany                                      7          2736031 ,12,4545
   4546    Bryson Tiller  Don't Get Too High                            9          2734553 ,11,4546
   4547    XXXTENTACION   schizophrenia                                 9          2732712 ,12,4547
   4548    DJ Snake       Selfish Love                                  8          2730272 ,10,4548
   4549    John Denver    We Wish You A Merry Christmas                 6          2727461 ,12,4549
   4550    Mike WiLL Made It  What That Speed Bout!?                    8          2724797 ,11,4550
   4551    Anuel AA       Que Se Joda                                   8          2722902 ,12,4551
   4552    Bad Bunny      <3                                            7          2721360 ,9,4552
   4553    Future         Tycoon                                        9          2721310 ,12,4553
   4554    Bryson Tiller  Stay Blessed                                  11         2718826 ,11,4554
   4555    Diplo          Dance with Me                                 12         2717554 ,12,4555
   4556    Bhad Bhabie    Gucci Flip Flops                              13         2717526 ,10,4556
   4557    G              Eazy  The Plan                                12         2717142 ,12,4557
   4558    Lil Baby       Stand On It                                   7          2715478 ,11,4558
   4559    Morgan Wallen  Me On Whiskey                                 9          2713150 ,12,4559
   4560    Twenty One PilotsSmithereens                                   8          2711939 ,8,4560
   4561    Pentatonix     Amazing Grace (My Chains Are Gone)            8          2711213 ,12,4561
   4562    Logic          No Pressure  intro                            6          2711112 ,11,4562
   4563    Beyoncé       MOVE                                          8          2707278 ,12,4563
   4564    A$AP Rocky     D.M.B.                                        7          2707136 ,10,4564
   4565    XXXTENTACION   vice city                                     8          2707098 ,12,4565
   4566    Avicii         Tough Love                                    8          2703603 ,11,4566
   4567    G              Eazy  Drop                                    9          2703532 ,12,4567
   4568    Tyga           MAMACITA                                      9          2702433 ,9,4568
   4569    DaBaby         LIGHTSKIN SH*T                                6          2699503 ,12,4569
   4570    Lil Baby       Grace                                         7          2697734 ,11,4570
   4571    The Living TombstoneMy Ordinary Life                              13         2696487 ,12,4571
   4572    Future         High Demand                                   10         2696222 ,10,4572
   4573    Lil Nas X      LIFE AFTER SALEM                              7          2694516 ,12,4573
   4574    J. Cole        High For Hours                                14         2694117 ,11,4574
   4575    Isaiah Rashad  From The Garden                               8          2689815 ,12,4575
   4576    Daryl Hall & John OatesYou Make My Dreams                            11         2688570 ,7,4576
   4577    Twenty One PilotsLevitate                                      9          2687816 ,12,4577
   4578    Luke Bryan     Roller Coaster                                45         2686198 ,11,4578
   4579    JID            Dance Now                                     9          2683569 ,12,4579
   4580    Panic! At The DiscoRoaring 20s                                   8          2683235 ,10,4580
   4581    21 Savage      Snitches & Rats (Interlude)                   6          2681840 ,12,4581
   4582    Miguel         Coffee (F***ing)                              27         2681654 ,11,4582
   4583    Playboi Carti  M3tamorphosis                                 7          2678856 ,12,4583
   4584    Dr. Dre        Forgot About Dre                              8          2678337 ,9,4584
   4585    Lana Del Rey   Mariners Apartment Complex                    9          2677352 ,12,4585
   4586    21 Savage      Said N Done                                   7          2676975 ,11,4586
   4587    6LACK          East Atlanta Love Letter                      9          2676623 ,12,4587
   4588    Mac Miller     My Favorite Part                              15         2676406 ,10,4588
   4589    Burl Ives      Rudolph The Red Nosed Reindeer                14         2672449 ,12,4589
   4590    Dreamville     Stick                                         7          2671791 ,11,4590
   4591    Leslie Odom Jr.Wait for It                                   11         2671780 ,12,4591
   4592    DaBaby         PROLLY HEARD                                  7          2669146 ,8,4592
   4593    Sia            No New Friends                                11         2667702 ,12,4593
   4594    Meek Mill      Respect The Game                              7          2667062 ,11,4594
   4595    Drake          How Bout Now                                  6          2662955 ,12,4595
   4596    jxdn           Angels & Demons                               11         2660985 ,10,4596
   4597    Selena Gomez   Vulnerable                                    7          2659771 ,12,4597
   4598    Young Thug     Mannequin Challenge                           8          2658915 ,11,4598
   4599    DJ Khaled      Jealous                                       8          2658371 ,12,4599
   4600    Future         31 DAYS                                       8          2655790 ,9,4600
   4601    BROCKHAMPTON   NO HALO                                       7          2655785 ,12,4601
   4602    Meek Mill      Tic Tac Toe                                   7          2651817 ,11,4602
   4603    Polo G         Painting Pictures                             7          2649851 ,12,4603
   4604    James Arthur   Rewrite The Stars                             11         2644274 ,10,4604
   4605    Avicii         Hey Brother                                   11         2643789 ,12,4605
   4606    Megan Thee StallionCircles                                       7          2643098 ,11,4606
   4607    Kendrick Lamar Institutionalized                             7          2640239 ,12,4607
   4608    Joyner Lucas   Revenge                                       10         2639035 ,3,4608
   4609    Twenty One PilotsSaturday                                      8          2638034 ,11,4609
   4610    Kendrick Lamar These Walls                                   7          2636531 ,10,4610
   4611    BTS            Intro : Persona                               8          2635632 ,11,4611
   4612    BTS            Louder than bombs                             7          2633818 ,9,4612
   4613    The ChainsmokersFamily                                        9          2633563 ,11,4613
   4614    Kanye West     Life Of The Party                             7          2630531 ,10,4614
   4615    Trippie Redd   I Tried Loving                                8          2630052 ,11,4615
   4616    Ozuna          Del Mar                                       9          2628876 ,8,4616
   4617    Trippie Redd   MP5                                           7          2625798 ,11,4617
   4618    Trippie Redd   !                                             7          2625768 ,10,4618
   4619    Rauw Alejandro 2/Catorce                                     12         2625227 ,11,4619
   4620    Big Red MachineRenegade                                      8          2624599 ,9,4620
   4621    French Montana Bring Dem Things                              13         2623593 ,11,4621
   4622    BTS            Fly To My Room                                7          2622619 ,10,4622
   4623    Metro Boomin   Lesbian                                       7          2621653 ,11,4623
   4624    Quavo          BIGGEST ALLEY OOP                             7          2621644 ,7,4624
   4625    Christina AguileraThis Christmas                                7          2621450 ,11,4625
   4626    SleazyWorld Go Sleazy Flow                                   11         2620563 ,10,4626
   4627    Famous Dex     Nervous                                       10         2619725 ,11,4627
   4628    Drake          The Motion                                    6          2618864 ,9,4628
   4629    Joji           Tick Tock                                     7          2617431 ,11,4629
   4630    Harry Styles   Ever Since New York                           11         2616199 ,10,4630
   4631    Polo G         Party Lyfe                                    8          2616115 ,11,4631
   4632    Jonas Brothers Rollercoaster                                 8          2615654 ,8,4632
   4633    Tory Lanez     Who Needs Love                                9          2613636 ,11,4633
   4634    Jack Harlow    Movie Star                                    6          2612864 ,10,4634
   4635    Demi Lovato    Really Don't Care                             22         2612536 ,11,4635
   4636    Enrique IglesiasDUELE EL CORAZON                              22         2612019 ,9,4636
   4637    Quavo          LAMB TALK                                     11         2609634 ,11,4637
   4638    Chance the RapperEternal                                       6          2609617 ,10,4638
   4639    K/DA           POP/STARS                                     11         2609517 ,11,4639
   4640    Big Sean       Paradise  Extended                            27         2607575 ,6,4640
   4641    BLACKPINK      Typa Girl                                     7          2606708 ,11,4641
   4642    Billie Eilish  OverHeated                                    7          2606685 ,10,4642
   4643    Lorde          Sober                                         9          2604364 ,11,4643
   4644    Demi Lovato    Dancing With The Devil                        9          2599733 ,9,4644
   4645    Imagine DragonsFollow You                                    10         2598098 ,11,4645
   4646    Ski Mask The Slump GodBurn The Hoods                                7          2596366 ,10,4646
   4647    Logic          Anziety                                       8          2596243 ,11,4647
   4648    Pusha T        Infrared                                      8          2593342 ,8,4648
   4649    NF             JUST LIKE YOU                                 8          2592204 ,11,4649
   4650    My Chemical RomanceThe Foundations of Decay                      5          2588910 ,10,4650
   4651    Machine Gun Kellyall I know                                    8          2587689 ,11,4651
   4652    Shawn Mendes   The Christmas Song (Shawn Mendes & Camila Cabello)7          2587204 ,9,4652
   4653    Rixton         Me And My Broken Heart                        35         2586011 ,11,4653
   4654    Jake Owen      Made For You                                  12         2585516 ,10,4654
   4655    Panic! At The Disco(Fuck A) Silver Lining                        9          2584305 ,11,4655
   4656    Gorillaz       Andromeda                                     11         2584084 ,7,4656
   4657    ayokay         Kings of Summer  Single Version               19         2583063 ,11,4657
   4658    Tory Lanez     Real Thing                                    12         2582189 ,10,4658
   4659    Nat King Cole  O Tannenbaum                                  6          2581975 ,11,4659
   4660    Coi Leray      BIG PURR (Prrdd)                              11         2581442 ,9,4660
   4661    Kacey Musgravessimple times                                  7          2580370 ,11,4661
   4662    Mustard        Whole Lotta Lovin'                            21         2579198 ,10,4662
   4663    Eminem         Like Home                                     7          2577891 ,11,4663
   4664    Panic! At The DiscoBohemian Rhapsody                             19         2576561 ,8,4664
   4665    BTS            Blue & Grey                                   7          2576410 ,11,4665
   4666    $uicideboy$    Fucking Your Culture                          8          2576408 ,10,4666
   4667    Sabrina CarpenterAlien                                         13         2575274 ,11,4667
   4668    K CAMP         Lil Bit                                       33         2573236 ,9,4668
   4669    Lana Del Rey   Cinnamon Girl                                 8          2572714 ,11,4669
   4670    James Blake    Mile High                                     8          2572352 ,10,4670
   4671    Tyga           Haute                                         9          2569378 ,11,4671
   4672    $uicideboy$    1000 Blunts                                   8          2568913 ,5,4672
   4673    XXXTENTACION   Ex Bitch                                      7          2567221 ,11,4673
   4674    BTS            Telepathy                                     7          2566695 ,10,4674
   4675    Logic          YSIV                                          7          2565507 ,11,4675
   4676    Gorillaz       Ascension                                     10         2563478 ,9,4676
   4677    Lil Uzi Vert   Go Off                                        13         2562080 ,11,4677
   4678    Andrew Andraos Amazing Grace                                 4          2561676 ,10,4678
   4679    Nicki Minaj    Fractions                                     7          2559947 ,11,4679
   4680    Lana Del Rey   Watercolor Eyes                               8          2559890 ,8,4680
   4681    Future         WE JUS WANNA GET HIGH                         6          2556310 ,11,4681
   4682    Eminem         From The D 2 The LBC                          7          2556138 ,10,4682
   4683    Marshmello     Alone                                         10         2555309 ,11,4683
   4684    Jack Harlow    Side Piece                                    6          2552215 ,9,4684
   4685    Lil Peep       Sex with My Ex                                7          2551967 ,11,4685
   4686    Trouble        Bring It Back                                 12         2549468 ,10,4686
   4687    Huncho Jack    Go                                            8          2549149 ,11,4687
   4688    Lady Gaga      Alice                                         6          2548953 ,7,4688
   4689    Drake          Trust Issues                                  6          2546664 ,11,4689
   4690    Pop Smoke      West Coast Shit                               7          2545924 ,10,4690
   4691    21 Savage      Run Up the Racks                              8          2543477 ,11,4691
   4692    Dreamville     Wells Fargo                                   7          2539859 ,9,4692
   4693    Tinashe        Player                                        25         2538517 ,11,4693
   4694    TOOL           Fear Inoculum                                 7          2537864 ,10,4694
   4695    Ty Dolla $ign  Or Nah                                        22         2537050 ,11,4695
   4696    Gunna          TOP FLOOR                                     7          2534548 ,8,4696
   4697    Migos          Fight Night                                   42         2533473 ,11,4697
   4698    Taylor Swift   Don’t You (Taylor’s Version) (From The Vault)6          2531403 ,10,4698
   4699    Taylor Swift   We Were Happy (Taylor’s Version) (From The Vault)6          2530194 ,11,4699
   4700    Meek Mill      Check                                         21         2530156 ,9,4700
   4701    Lil Durk       Mad Max                                       8          2529456 ,11,4701
   4702    Jeremih        Tonight Belongs To U!                         26         2528072 ,10,4702
   4703    Trippie Redd   Forever Ever                                  7          2527059 ,11,4703
   4704    Jeremy Zucker  you were good to me (bonus track)             12         2525981 ,6,4704
   4705    Trippie Redd   Loyalty Before Royalty                        8          2525780 ,11,4705
   4706    Bad Bunny      Hablamos Mañana                              7          2524784 ,10,4706
   4707    Lil Baby       All In                                        8          2523123 ,11,4707
   4708    Pop Smoke      Bad Bitch From Tokyo (Intro)                  6          2520737 ,9,4708
   4709    Juice WRLD     Feel Alone                                    6          2520253 ,11,4709
   4710    Pharrell WilliamsFreedom                                       27         2519009 ,10,4710
   4711    BROCKHAMPTON   BOY BYE                                       8          2518676 ,11,4711
   4712    Future         VOODOO                                        6          2517758 ,8,4712
   4713    Drake          Pop Style                                     4          2517650 ,11,4713
   4714    Sam Smith      Nothing Left For You                          8          2517602 ,10,4714
   4715    iann dior      thought it was                                8          2516103 ,11,4715
   4716    Lil Uzi Vert   How To Talk                                   8          2514306 ,9,4716
   4717    Tiësto        Secrets                                       25         2513066 ,11,4717
   4718    Quavo          RERUN                                         7          2512755 ,10,4718
   4719    JID            Off Deez                                      9          2512000 ,11,4719
   4720    Blake Shelton  Lonely Tonight                                37         2509989 ,7,4720
   4721    Meghan Trainor My Kind Of Present                            6          2508381 ,11,4721
